datameci,txtechipa1,txtechipa2,cotaa,cotae,cotad,cotao,cotau,gg,ng,league,country
2026-01-17 00:00:00,Tottenham,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-18 00:00:00,Aston Villa,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-18 00:00:00,Wolves,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-19 00:00:00,Brighton,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-24 00:00:00,Bournemouth,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-24 00:00:00,Burnley,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-24 00:00:00,Fulham,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-24 00:00:00,Man City,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-24 00:00:00,West Ham,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-25 00:00:00,Arsenal,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-25 00:00:00,Brentford,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-25 00:00:00,C Palace,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-25 00:00:00,Newcastle,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-26 00:00:00,Everton,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-31 00:00:00,Brighton,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-31 00:00:00,Chelsea,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-31 00:00:00,Leeds,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-31 00:00:00,Liverpool,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-01-31 00:00:00,Wolves,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-01 00:00:00,Aston Villa,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-01 00:00:00,Man Utd,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-01 00:00:00,Nottingham,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-01 00:00:00,Tottenham,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-02 00:00:00,Sunderland,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Arsenal,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Bournemouth,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Brighton,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Burnley,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Fulham,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Leeds,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Liverpool,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Man Utd,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Newcastle,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-07 00:00:00,Wolves,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Aston Villa,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Brentford,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Chelsea,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,C Palace,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Everton,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Man City,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Nottingham,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Sunderland,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,Tottenham,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-11 00:00:00,West Ham,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Aston Villa,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Brentford,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Chelsea,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,C Palace,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Everton,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Man City,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Nottingham,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Sunderland,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,Tottenham,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-21 00:00:00,West Ham,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Arsenal,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Bournemouth,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Brighton,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Burnley,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Fulham,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Leeds,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Liverpool,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Man Utd,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Newcastle,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-02-28 00:00:00,Wolves,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Aston Villa,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Bournemouth,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Brighton,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Everton,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Fulham,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Leeds,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Man City,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Newcastle,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Tottenham,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-04 00:00:00,Wolves,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Arsenal,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Brentford,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Burnley,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Chelsea,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,C Palace,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Liverpool,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Man Utd,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Nottingham,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,Sunderland,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-14 00:00:00,West Ham,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Aston Villa,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Bournemouth,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Brighton,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Everton,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Fulham,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Leeds,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Man City,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Newcastle,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Tottenham,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-03-21 00:00:00,Wolves,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Arsenal,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Brentford,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Burnley,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Chelsea,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,C Palace,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Liverpool,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Man Utd,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Nottingham,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,Sunderland,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-11 00:00:00,West Ham,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Aston Villa,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Brentford,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Chelsea,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,C Palace,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Everton,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Leeds,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Man City,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Newcastle,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Nottingham,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-18 00:00:00,Tottenham,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Arsenal,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Bournemouth,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Brighton,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Burnley,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Fulham,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Liverpool,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Man Utd,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Sunderland,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,West Ham,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-04-25 00:00:00,Wolves,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Arsenal,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Aston Villa,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Bournemouth,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Brentford,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Chelsea,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Everton,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Leeds,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Man Utd,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Newcastle,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-02 00:00:00,Wolves,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Brighton,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Burnley,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,C Palace,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Fulham,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Liverpool,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Man City,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Nottingham,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Sunderland,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,Tottenham,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-09 00:00:00,West Ham,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Arsenal,Burnley,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Aston Villa,Liverpool,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Bournemouth,Man City,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Brentford,C Palace,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Chelsea,Tottenham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Everton,Sunderland,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Leeds,Brighton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Man Utd,Nottingham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Newcastle,West Ham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-17 00:00:00,Wolves,Fulham,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Brighton,Man Utd,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Burnley,Wolves,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,C Palace,Arsenal,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Fulham,Newcastle,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Liverpool,Brentford,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Man City,Aston Villa,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Nottingham,Bournemouth,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Sunderland,Chelsea,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,Tottenham,Everton,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
2026-05-24 00:00:00,West Ham,Leeds,2.0,3.4,3.6,1.9,1.9,2.0,2.0,Premier L,England
