team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Bournemouth,2023-2024,England,Premier L,,27.0,28.0,27.0,39.0,15.0,18.256227758007118,18.93238434163701,21.666666666666668
Bournemouth,2024-2025,England,Premier L,,23.0,16.0,35.0,30.0,15.200000000000001,24.62962962962963,11.25925925925926,19.82608695652174
Bournemouth,2025-2026,England,Premier L,,16.0,11.0,17.0,25.0,10.965732087227416,15.141700404858298,9.797570850202428,17.133956386292837
Braga,2017-2018,Portugal,Primeira L,,37.0,10.0,37.0,19.0,23.5875,32.72254335260116,8.84393063583815,12.1125
Braga,2018-2019,Portugal,Primeira L,,32.0,15.0,24.0,22.0,21.058064516129033,20.4,12.75,14.47741935483871
Braga,2019-2020,Portugal,Primeira L,,32.0,20.0,29.0,20.0,23.766990291262132,25.282051282051285,17.435897435897438,14.854368932038835
Braga,2020-2021,Portugal,Primeira L,,27.0,15.0,26.0,18.0,21.29381443298969,22.666666666666668,13.076923076923078,14.195876288659795
Braga,2021-2022,Portugal,Primeira L,,27.0,13.0,25.0,18.0,18.863013698630137,20.731707317073173,10.78048780487805,12.575342465753424
Braga,2022-2023,Portugal,Primeira L,,40.0,11.0,35.0,19.0,28.267898383371822,32.45454545454545,10.200000000000001,13.427251732101617
Braga,2023-2024,Portugal,Primeira L,,33.0,20.0,38.0,30.0,20.82061855670103,29.66326530612245,15.612244897959185,18.927835051546392
Braga,2024-2025,Portugal,Primeira L,,33.0,19.0,22.0,11.0,23.648711943793913,18.857142857142858,16.285714285714285,7.882903981264637
Braga,2025-2026,Portugal,Primeira L,,14.0,7.0,17.0,11.0,10.69811320754717,14.648936170212766,6.031914893617021,8.40566037735849
Breda,2017-2018,Netherlands,Eredivisie,,26.0,31.0,15.0,26.0,15.096774193548386,10.600461893764434,21.907621247113163,15.096774193548386
Breda,2018-2019,Netherlands,Eredivisie,,18.0,30.0,11.0,44.0,8.970684039087947,7.530201342281879,20.536912751677853,21.928338762214985
Breda,2024-2025,Netherlands,Eredivisie,,21.0,22.0,13.0,36.0,12.38150289017341,10.070886075949366,17.043037974683543,21.22543352601156
Breda,2025-2026,Netherlands,Eredivisie,,9.0,10.0,7.0,16.0,5.483870967741936,5.288888888888889,7.555555555555555,9.74910394265233
Bremen,2017-2018,Germany,Bundesliga,,20.0,17.0,17.0,23.0,12.489795918367346,14.252054794520548,14.252054794520548,14.363265306122448
Bremen,2018-2019,Germany,Bundesliga,,35.0,26.0,23.0,23.0,19.543795620437955,16.560000000000002,18.720000000000002,12.843065693430656
Bremen,2019-2020,Germany,Bundesliga,,15.0,36.0,27.0,33.0,9.03543307086614,17.430379746835442,23.240506329113924,19.87795275590551
Bremen,2020-2021,Germany,Bundesliga,,16.0,28.0,20.0,29.0,9.543859649122806,14.746987951807228,20.64578313253012,17.29824561403509
Bremen,2022-2023,Germany,Bundesliga,,26.0,28.0,25.0,36.0,14.007042253521126,18.982630272952854,21.260545905707197,19.394366197183096
Bremen,2023-2024,Germany,Bundesliga,,29.0,26.0,19.0,28.0,16.047016274864376,13.458333333333332,18.416666666666664,15.493670886075948
Bremen,2024-2025,Germany,Bundesliga,,21.0,26.0,33.0,31.0,12.877755511022045,21.952173913043477,17.295652173913044,19.01002004008016
Bremen,2025-2026,Germany,Bundesliga,,8.0,12.0,10.0,16.0,5.333333333333333,7.692307692307692,9.23076923076923,10.666666666666666
Brentford,2017-2018,England,Championship,,37.0,24.0,25.0,28.0,26.218228498074456,21.904761904761905,21.02857142857143,19.8408215661104
Brentford,2018-2019,England,Championship,,50.0,23.0,23.0,36.0,33.014354066985646,19.930926216640504,19.930926216640504,23.770334928229666
Brentford,2019-2020,England,Championship,,44.0,18.0,36.0,20.0,31.178433889602054,29.30973451327434,14.65486725663717,14.17201540436457
Brentford,2020-2021,England,Championship,,39.0,20.0,40.0,22.0,31.1548480463097,37.87307032590052,18.93653516295026,17.57452966714906
Brentford,2021-2022,England,Premier L,,22.0,21.0,26.0,35.0,14.53913043478261,19.919354838709676,16.088709677419352,23.130434782608695
Brentford,2022-2023,England,Premier L,,35.0,18.0,23.0,28.0,21.4170692431562,18.876889848812098,14.773218142548597,17.133655394524958
Brentford,2023-2024,England,Premier L,,29.0,34.0,27.0,31.0,16.11111111111111,18.256227758007118,22.989323843416372,17.22222222222222
Brentford,2024-2025,England,Premier L,,40.0,35.0,26.0,22.0,26.434782608695652,18.296296296296298,24.62962962962963,14.53913043478261
Brentford,2025-2026,England,Premier L,,19.0,9.0,12.0,18.0,13.021806853582556,10.68825910931174,8.016194331983804,12.336448598130842
Brescia,2017-2018,Italy,Serie B,,23.0,22.0,18.0,30.0,16.051359516616316,15.99230769230769,19.546153846153846,20.936555891238672
Brescia,2018-2019,Italy,Serie B,,39.0,19.0,30.0,23.0,25.74903474903475,27.804878048780488,17.609756097560975,15.185328185328185
Brescia,2019-2020,Italy,Serie A,,20.0,33.0,14.0,45.0,12.333333333333332,9.923371647509578,23.39080459770115,27.75
Brescia,2020-2021,Italy,Serie B,,37.0,28.0,25.0,26.0,28.404040404040405,22.727272727272727,25.454545454545453,19.959595959595962
Brescia,2021-2022,Italy,Serie B,,30.0,20.0,25.0,15.0,21.755725190839694,22.727272727272727,18.18181818181818,10.877862595419847
Brescia,2022-2023,Italy,Serie B,,17.0,22.0,19.0,35.0,13.130081300813007,18.095238095238095,20.952380952380953,27.03252032520325
Brescia,2023-2024,Italy,Serie B,,24.0,17.0,20.0,23.0,17.91748526522593,16.92650334075724,14.387527839643653,17.17092337917485
Brescia,2024-2025,Italy,Serie B,,25.0,26.0,17.0,22.0,18.482490272373543,15.271867612293144,23.35697399527187,16.264591439688715
Brestois,2016-2017,France,Ligue 2,,2.0,3.0,,,2.0,,3.0,
Brestois,2017-2018,France,Ligue 2,,24.0,15.0,32.0,26.0,15.751295336787566,26.90265486725664,12.610619469026549,17.063903281519863
Brestois,2018-2019,France,Ligue 2,,38.0,15.0,26.0,19.0,31.68052516411379,25.400000000000002,14.653846153846155,15.840262582056894
Brestois,2019-2020,France,Ligue 1,,21.0,11.0,13.0,26.0,14.151079136690647,12.72822299651568,10.770034843205575,17.520383693045563
Brestois,2020-2021,France,Ligue 1,,32.0,33.0,18.0,33.0,22.90018832391714,13.204633204633204,24.20849420849421,23.615819209039547
Brestois,2021-2022,France,Ligue 1,,28.0,29.0,21.0,28.0,17.703826955074877,17.124463519313306,23.648068669527895,17.703826955074877
Brestois,2022-2023,France,Ligue 1,,24.0,26.0,20.0,28.0,16.113074204946997,15.169660678642714,19.72055888223553,18.798586572438165
Brestois,2023-2024,France,Ligue 1,,25.0,14.0,28.0,20.0,17.2686230248307,22.37075718015666,11.18537859007833,13.81489841986456
Brestois,2024-2025,France,Ligue 1,,31.0,21.0,21.0,38.0,19.28048780487805,15.336515513126491,15.336515513126491,23.634146341463413
Brestois,2025-2026,France,Ligue 1,,14.0,11.0,9.0,16.0,8.859375,8.191011235955056,10.01123595505618,10.125
Brighton,2017-2018,England,Premier L,,24.0,25.0,10.0,29.0,15.670103092783505,8.715596330275229,21.788990825688074,18.93470790378007
Brighton,2018-2019,England,Premier L,,19.0,28.0,16.0,32.0,12.114093959731544,12.77310924369748,22.35294117647059,20.40268456375839
Brighton,2019-2020,England,Premier L,,20.0,27.0,19.0,27.0,13.194444444444445,15.764192139737991,22.40174672489083,17.8125
Brighton,2020-2021,England,Premier L,,22.0,22.0,18.0,24.0,16.264591439688715,13.411764705882353,16.3921568627451,17.7431906614786
Brighton,2021-2022,England,Premier L,,19.0,23.0,23.0,21.0,12.556521739130435,17.620967741935484,17.620967741935484,13.878260869565217
Brighton,2022-2023,England,Premier L,,37.0,21.0,35.0,32.0,22.64090177133655,28.725701943844495,17.235421166306697,19.581320450885666
Brighton,2023-2024,England,Premier L,,30.0,27.0,25.0,35.0,16.666666666666668,16.90391459074733,18.256227758007118,19.444444444444443
Brighton,2024-2025,England,Premier L,,30.0,26.0,36.0,33.0,19.82608695652174,25.333333333333332,18.296296296296298,21.808695652173913
Brighton,2025-2026,England,Premier L,,18.0,11.0,12.0,15.0,12.336448598130842,10.68825910931174,9.797570850202428,10.280373831775702
Bristol City,2017-2018,England,Championship,,41.0,28.0,26.0,30.0,29.05263157894737,22.78095238095238,24.533333333333335,21.258023106546855
Bristol City,2018-2019,England,Championship,,28.0,26.0,31.0,27.0,18.48803827751196,26.86342229199372,22.53061224489796,17.827751196172247
Bristol City,2019-2020,England,Championship,,30.0,33.0,30.0,32.0,21.258023106546855,24.424778761061948,26.867256637168143,22.675224646983313
Bristol City,2020-2021,England,Championship,,18.0,30.0,28.0,38.0,14.379160636758323,26.511149228130364,28.40480274442539,30.356005788712014
Bristol City,2021-2022,England,Championship,,33.0,29.0,30.0,50.0,23.487989886219978,27.733990147783253,26.80952380952381,35.58786346396966
Bristol City,2022-2023,England,Championship,,30.0,24.0,24.0,30.0,22.510402219140083,21.425742574257427,21.425742574257427,22.510402219140083
Bristol City,2023-2024,England,Championship,,31.0,21.0,22.0,30.0,20.919315403422985,18.34441087613293,17.51057401812689,20.244498777506113
Bristol City,2024-2025,England,Championship,,36.0,20.0,23.0,35.0,25.090909090909093,22.63101604278075,19.67914438502674,24.393939393939394
Bristol City,2025-2026,England,Championship,,23.0,15.0,13.0,13.0,17.80470588235294,12.22,14.1,10.063529411764705
Burnley,2017-2018,England,Premier L,,16.0,17.0,20.0,22.0,10.446735395189004,17.431192660550458,14.81651376146789,14.364261168384878
Burnley,2018-2019,England,Premier L,,24.0,32.0,21.0,36.0,15.302013422818792,16.764705882352942,25.54621848739496,22.953020134228186
Burnley,2019-2020,England,Premier L,,24.0,23.0,19.0,27.0,15.833333333333332,15.764192139737991,19.08296943231441,17.8125
Burnley,2020-2021,England,Premier L,,14.0,27.0,19.0,28.0,10.350194552529183,14.15686274509804,20.11764705882353,20.700389105058367
Burnley,2021-2022,England,Premier L,,18.0,25.0,17.0,28.0,11.895652173913044,13.024193548387096,19.153225806451612,18.504347826086956
Burnley,2022-2023,England,Championship,,49.0,15.0,37.0,20.0,36.76699029126214,33.03135313531353,13.391089108910892,15.006934812760056
Burnley,2023-2024,England,Premier L,,19.0,43.0,22.0,35.0,10.555555555555555,14.875444839857652,29.07473309608541,19.444444444444443
Burnley,2024-2025,England,Championship,,35.0,8.0,34.0,8.0,24.393939393939394,33.45454545454545,7.871657754010696,5.575757575757576
Burnley,2025-2026,England,Premier L,,10.0,15.0,12.0,26.0,6.853582554517135,10.68825910931174,13.360323886639675,17.81931464174455
Bursaspor,2017-2018,Turkey,Super Lig,,24.0,18.0,19.0,30.0,14.232558139534884,14.907692307692308,14.123076923076924,17.790697674418606
Bursaspor,2018-2019,Turkey,Super Lig,,14.0,16.0,14.0,21.0,9.095541401273884,12.24,13.98857142857143,13.643312101910828
Burton,2017-2018,England,Championship,,19.0,43.0,19.0,38.0,13.463414634146343,16.64761904761905,37.67619047619048,26.926829268292686
Buyuksehir,2018-2019,Turkey,Super Lig,,18.0,20.0,18.0,23.0,11.694267515923567,15.737142857142858,17.485714285714288,14.942675159235668
Buyuksehir,2020-2021,Turkey,Super Lig,,18.0,30.0,26.0,38.0,11.962025316455696,21.666666666666668,25.0,25.253164556962027
C Palace,2017-2018,England,Premier L,,29.0,27.0,16.0,28.0,18.93470790378007,13.944954128440367,23.532110091743117,18.281786941580755
C Palace,2018-2019,England,Premier L,,19.0,23.0,32.0,30.0,12.114093959731544,25.54621848739496,18.36134453781513,19.12751677852349
C Palace,2019-2020,England,Premier L,,15.0,20.0,16.0,30.0,9.895833333333332,13.275109170305678,16.593886462882097,19.791666666666664
C Palace,2020-2021,England,Premier L,,20.0,32.0,21.0,34.0,14.785992217898833,15.647058823529413,23.84313725490196,25.136186770428015
C Palace,2021-2022,England,Premier L,,27.0,17.0,23.0,29.0,17.843478260869567,17.620967741935484,13.024193548387096,19.16521739130435
C Palace,2022-2023,England,Premier L,,21.0,23.0,19.0,26.0,12.85024154589372,15.593952483801298,18.876889848812098,15.909822866344605
C Palace,2023-2024,England,Premier L,,37.0,26.0,20.0,32.0,20.555555555555554,13.523131672597865,17.580071174377224,17.77777777777778
C Palace,2024-2025,England,Premier L,,24.0,26.0,27.0,25.0,15.860869565217392,19.0,18.296296296296298,16.521739130434785
C Palace,2025-2026,England,Premier L,,10.0,12.0,12.0,11.0,6.853582554517135,10.68825910931174,10.68825910931174,7.538940809968848
Cadiz,2020-2021,Spain,Primera,,17.0,30.0,19.0,28.0,12.423076923076923,16.6743648960739,26.327944572748265,20.46153846153846
Cadiz,2021-2022,Spain,Primera,,19.0,24.0,16.0,27.0,13.37037037037037,14.793187347931875,22.18978102189781,19.0
Cadiz,2022-2023,Spain,Primera,,19.0,23.0,11.0,30.0,13.05605786618445,10.398009950248756,21.74129353233831,20.61482820976492
Cadiz,2023-2024,Spain,Primera,,16.0,19.0,10.0,36.0,10.78014184397163,8.616780045351474,16.3718820861678,24.25531914893617
Caen,2017-2018,France,Ligue 1,,17.0,19.0,10.0,33.0,11.118760757314975,8.4070796460177,15.97345132743363,21.583476764199656
Caen,2018-2019,France,Ligue 1,,16.0,27.0,13.0,27.0,10.876565295169947,11.961259079903149,24.84261501210654,18.354203935599283
Caen,2019-2020,France,Ligue 2,,14.0,17.0,19.0,17.0,12.595469255663431,18.34027777777778,16.40972222222222,15.294498381877023
Caen,2020-2021,France,Ligue 2,,21.0,19.0,18.0,30.0,15.710526315789474,16.89622641509434,17.83490566037736,22.44360902255639
Caen,2021-2022,France,Ligue 2,,26.0,18.0,21.0,24.0,20.65524625267666,21.171195652173914,18.146739130434785,19.066381156316915
Caen,2022-2023,France,Ligue 2,,33.0,17.0,18.0,26.0,24.884146341463413,16.40786240786241,15.496314496314497,19.60569105691057
Caen,2023-2024,France,Ligue 2,,25.0,12.0,26.0,33.0,18.81188118811881,23.030303030303028,10.629370629370628,24.831683168316832
Caen,2024-2025,France,Ligue 2,,15.0,24.0,16.0,34.0,9.956616052060738,14.926829268292684,22.390243902439025,22.56832971800434
Cagliari,2017-2018,Italy,Serie A,,18.0,30.0,15.0,31.0,12.368896925858952,12.284482758620689,24.568965517241377,21.301989150090417
Cagliari,2018-2019,Italy,Serie A,,23.0,20.0,13.0,34.0,15.49645390070922,10.857142857142856,16.7032967032967,22.907801418439718
Cagliari,2019-2020,Italy,Serie A,,32.0,28.0,20.0,25.0,19.73333333333333,14.17624521072797,19.846743295019156,15.416666666666666
Cagliari,2020-2021,Italy,Serie A,,22.0,32.0,21.0,30.0,13.46938775510204,14.67741935483871,22.36559139784946,18.367346938775512
Cagliari,2021-2022,Italy,Serie A,,20.0,33.0,14.0,35.0,13.30998248686515,10.27027027027027,24.20849420849421,23.292469352014013
Cagliari,2022-2023,Italy,Serie B,,28.0,17.0,22.0,17.0,21.6260162601626,20.952380952380953,16.19047619047619,13.130081300813007
Cagliari,2023-2024,Italy,Serie A,,28.0,32.0,14.0,36.0,19.522935779816514,11.901565995525727,27.203579418344518,25.100917431192663
Cagliari,2024-2025,Italy,Serie A,,24.0,28.0,16.0,28.0,17.91748526522593,13.10344827586207,22.93103448275862,20.903732809430256
Cagliari,2025-2026,Italy,Serie A,,10.0,13.0,9.0,13.0,9.170305676855897,9.174757281553399,13.25242718446602,11.921397379912666
Cambuur,2021-2022,Netherlands,Eredivisie,,29.0,35.0,24.0,35.0,18.4875,18.59240506329114,27.11392405063291,22.3125
Cambuur,2022-2023,Netherlands,Eredivisie,,14.0,33.0,12.0,36.0,8.098298676748582,9.044334975369459,24.87192118226601,20.824196597353495
Cardiff,2017-2018,England,Championship,,40.0,16.0,29.0,23.0,28.34403080872914,25.40952380952381,14.019047619047619,16.297817715019256
Cardiff,2018-2019,England,Premier L,,21.0,38.0,13.0,31.0,13.389261744966444,10.378151260504202,30.336134453781515,19.76510067114094
Cardiff,2019-2020,England,Championship,,35.0,21.0,33.0,37.0,24.801026957637998,26.867256637168143,17.097345132743364,26.218228498074456
Cardiff,2020-2021,England,Championship,,37.0,26.0,29.0,23.0,29.55716353111433,27.457975986277877,24.617495711835335,18.373371924746746
Cardiff,2021-2022,England,Championship,,23.0,29.0,28.0,39.0,16.370417193426043,25.88505747126437,26.80952380952381,27.758533501896334
Cardiff,2022-2023,England,Championship,,19.0,24.0,21.0,34.0,14.256588072122053,18.747524752475247,21.425742574257427,25.511789181692095
Cardiff,2023-2024,England,Championship,,27.0,32.0,26.0,38.0,18.2200488997555,21.6797583081571,26.682779456193355,25.643031784841078
Cardiff,2024-2025,England,Championship,,24.0,27.0,24.0,46.0,16.727272727272727,23.614973262032088,26.566844919786096,32.06060606060606
Carpi,2017-2018,Italy,Serie B,,23.0,19.0,9.0,27.0,16.051359516616316,7.996153846153845,16.88076923076923,18.842900302114803
Carpi,2018-2019,Italy,Serie B,,19.0,30.0,20.0,37.0,12.544401544401545,18.536585365853657,27.804878048780488,24.42857142857143
Carrarese,2024-2025,Italy,Serie B,,24.0,18.0,15.0,31.0,17.7431906614786,13.47517730496454,16.170212765957448,22.91828793774319
Carrarese,2025-2026,Italy,Serie B,,13.0,9.0,12.0,20.0,10.077519379844961,12.6984126984127,9.523809523809524,15.503875968992247
Casa Pia,2022-2023,Portugal,Primeira L,,18.0,17.0,13.0,23.0,12.72055427251732,12.054545454545455,15.763636363636364,16.254041570438797
Casa Pia,2023-2024,Portugal,Primeira L,,10.0,18.0,28.0,32.0,6.309278350515465,21.857142857142858,14.051020408163266,20.189690721649484
Casa Pia,2024-2025,Portugal,Primeira L,,22.0,19.0,17.0,25.0,15.765807962529275,14.571428571428571,16.285714285714285,17.91569086651054
Casa Pia,2025-2026,Portugal,Primeira L,,7.0,15.0,10.0,17.0,5.349056603773585,8.617021276595745,12.925531914893616,12.99056603773585
Catanzaro,2023-2024,Italy,Serie B,,34.0,28.0,25.0,22.0,25.383104125736736,21.15812917594655,23.697104677060132,16.424361493123772
Catanzaro,2024-2025,Italy,Serie B,,31.0,21.0,20.0,24.0,22.91828793774319,17.96690307328605,18.865248226950353,17.7431906614786
Catanzaro,2025-2026,Italy,Serie B,,14.0,11.0,10.0,10.0,10.852713178294573,10.582010582010582,11.640211640211641,7.751937984496124
Celta Vigo,2017-2018,Spain,Primera,,34.0,23.0,25.0,37.0,21.97278911564626,21.788990825688074,20.045871559633028,23.911564625850342
Celta Vigo,2018-2019,Spain,Primera,,31.0,25.0,22.0,37.0,21.340579710144926,19.39675174013921,22.041763341067284,25.47101449275362
Celta Vigo,2019-2020,Spain,Primera,,22.0,20.0,15.0,29.0,15.31135531135531,14.393939393939394,19.191919191919194,20.183150183150182
Celta Vigo,2020-2021,Spain,Primera,,30.0,30.0,25.0,27.0,21.923076923076923,21.939953810623553,26.327944572748265,19.73076923076923
Celta Vigo,2021-2022,Spain,Primera,,26.0,23.0,17.0,20.0,18.296296296296298,15.717761557177617,21.26520681265207,14.074074074074074
Celta Vigo,2022-2023,Spain,Primera,,26.0,21.0,17.0,32.0,17.86618444846293,16.069651741293534,19.850746268656717,21.989150090415915
Celta Vigo,2023-2024,Spain,Primera,,21.0,23.0,25.0,34.0,14.148936170212766,21.541950113378686,19.818594104308392,22.907801418439718
Celta Vigo,2024-2025,Spain,Primera,,32.0,21.0,27.0,36.0,22.028985507246375,23.160270880361175,18.013544018058692,24.782608695652172
Celta Vigo,2025-2026,Spain,Primera,,13.0,13.0,11.0,7.0,9.44160583941606,10.62621359223301,12.558252427184465,5.083941605839416
Cesena,2017-2018,Italy,Serie B,,35.0,26.0,20.0,35.0,24.425981873111784,17.769230769230766,23.099999999999998,24.425981873111784
Cesena,2024-2025,Italy,Serie B,,27.0,21.0,19.0,26.0,19.961089494163424,17.06855791962175,18.865248226950353,19.22178988326848
Cesena,2025-2026,Italy,Serie B,,13.0,9.0,12.0,10.0,10.077519379844961,12.6984126984127,9.523809523809524,7.751937984496124
Chambly,2018-2019,France,Ligue 2,,1.0,0.0,,,0.8336980306345734,,0.0,
Chambly,2019-2020,France,Ligue 2,,11.0,21.0,14.0,11.0,9.896440129449838,13.51388888888889,20.270833333333332,9.896440129449838
Chambly,2020-2021,France,Ligue 2,,21.0,27.0,20.0,37.0,15.710526315789474,18.77358490566038,25.34433962264151,27.68045112781955
Chamois Niort,2016-2017,France,Ligue 2,,0.0,0.0,,,0.0,,0.0,
Chamois Niort,2017-2018,France,Ligue 2,,24.0,26.0,25.0,35.0,15.751295336787566,21.01769911504425,21.858407079646017,22.9706390328152
Chamois Niort,2018-2019,France,Ligue 2,,19.0,19.0,13.0,23.0,15.840262582056894,12.700000000000001,18.56153846153846,19.175054704595187
Chamois Niort,2019-2020,France,Ligue 2,,16.0,14.0,14.0,25.0,14.394822006472491,13.51388888888889,13.51388888888889,22.49190938511327
Chamois Niort,2020-2021,France,Ligue 2,,17.0,26.0,17.0,33.0,12.718045112781954,15.957547169811322,24.40566037735849,24.68796992481203
Chamois Niort,2021-2022,France,Ligue 2,,21.0,16.0,20.0,26.0,16.6830835117773,20.16304347826087,16.130434782608695,20.65524625267666
Chamois Niort,2022-2023,France,Ligue 2,,24.0,36.0,9.0,30.0,18.097560975609756,8.203931203931205,32.81572481572482,22.621951219512194
Champions FC Arges,2020-2021,Romania,Liga 1,,18.0,18.0,17.0,27.0,15.194805194805195,15.729537366548044,16.654804270462634,22.79220779220779
Champions FC Arges,2021-2022,Romania,Liga 1,,18.0,11.0,13.0,12.0,14.435643564356436,13.385593220338983,11.326271186440678,9.623762376237623
Champions FC Arges,2022-2023,Romania,Liga 1,,7.0,18.0,9.0,18.0,5.407051282051282,8.573122529644268,17.146245059288535,13.903846153846153
Champions FC Arges,2024-2025,Romania,Liga 1,,0.0,2.0,3.0,3.0,0.0,2.938775510204082,1.959183673469388,2.236024844720497
Champions FC Arges,2025-2026,Romania,Liga 1,,13.0,6.0,11.0,10.0,9.929648241206031,11.297297297297296,6.162162162162162,7.63819095477387
Charlton,2019-2020,England,Championship,,28.0,27.0,22.0,38.0,19.8408215661104,17.911504424778762,21.982300884955755,26.926829268292686
Charlton,2025-2026,England,Championship,,13.0,12.0,12.0,19.0,10.063529411764705,11.28,11.28,14.708235294117646
Chateauroux,2016-2017,,,,,,3.0,2.0,,,,
Chateauroux,2017-2018,France,Ligue 2,,27.0,18.0,20.0,30.0,17.72020725388601,16.8141592920354,15.13274336283186,19.689119170984455
Chateauroux,2018-2019,France,Ligue 2,,20.0,22.0,17.0,23.0,16.673960612691467,16.607692307692307,21.492307692307694,19.175054704595187
Chateauroux,2019-2020,France,Ligue 2,,11.0,23.0,11.0,12.0,9.896440129449838,10.618055555555555,22.20138888888889,10.79611650485437
Chateauroux,2020-2021,France,Ligue 2,,21.0,31.0,11.0,27.0,15.710526315789474,10.325471698113208,29.099056603773587,20.19924812030075
Chaves,2017-2018,Portugal,Primeira L,,27.0,26.0,20.0,29.0,17.2125,17.6878612716763,22.99421965317919,18.4875
Chaves,2018-2019,Portugal,Primeira L,,20.0,23.0,14.0,34.0,13.161290322580646,11.9,19.55,22.374193548387098
Chaves,2022-2023,Portugal,Primeira L,,20.0,21.0,15.0,19.0,14.133949191685911,13.90909090909091,19.472727272727273,13.427251732101617
Chaves,2023-2024,Portugal,Primeira L,,21.0,37.0,10.0,35.0,13.249484536082475,7.806122448979592,28.88265306122449,22.082474226804123
Chelsea,2017-2018,England,Premier L,,30.0,16.0,32.0,22.0,19.58762886597938,27.889908256880734,13.944954128440367,14.364261168384878
Chelsea,2018-2019,England,Premier L,,39.0,12.0,24.0,27.0,24.86577181208054,19.15966386554622,9.57983193277311,17.21476510067114
Chelsea,2019-2020,England,Premier L,,30.0,16.0,39.0,38.0,19.791666666666664,32.35807860262009,13.275109170305678,25.069444444444443
Chelsea,2020-2021,England,Premier L,,31.0,18.0,27.0,18.0,22.91828793774319,20.11764705882353,13.411764705882353,13.30739299610895
Chelsea,2021-2022,England,Premier L,,37.0,22.0,39.0,11.0,24.45217391304348,29.879032258064516,16.85483870967742,7.269565217391305
Chelsea,2022-2023,England,Premier L,,20.0,19.0,18.0,28.0,12.238325281803542,14.773218142548597,15.593952483801298,17.133655394524958
Chelsea,2023-2024,England,Premier L,,44.0,26.0,33.0,37.0,24.444444444444443,22.31316725978648,17.580071174377224,20.555555555555554
Chelsea,2024-2025,England,Premier L,,35.0,18.0,29.0,25.0,23.130434782608695,20.40740740740741,12.666666666666666,16.521739130434785
Chelsea,2025-2026,England,Premier L,,14.0,9.0,19.0,13.0,9.595015576323988,16.923076923076923,8.016194331983804,8.909657320872276
Chievo,2017-2018,Italy,Serie A,,22.0,24.0,14.0,35.0,15.117540687160941,11.46551724137931,19.655172413793103,24.050632911392405
Chievo,2018-2019,Italy,Serie A,,14.0,37.0,11.0,38.0,9.432624113475178,9.186813186813186,30.901098901098898,25.602836879432626
Chievo,2019-2020,Italy,Serie B,,29.0,18.0,19.0,20.0,20.636704119850187,17.149643705463184,16.247030878859857,14.232209737827716
Chievo,2020-2021,Italy,Serie B,,29.0,14.0,21.0,23.0,22.262626262626263,19.09090909090909,12.727272727272727,17.656565656565657
Cittadella,2017-2018,Italy,Serie B,,30.0,25.0,31.0,23.0,20.936555891238672,27.54230769230769,22.21153846153846,16.051359516616316
Cittadella,2018-2019,Italy,Serie B,,38.0,20.0,11.0,18.0,25.08880308880309,10.195121951219512,18.536585365853657,11.884169884169884
Cittadella,2019-2020,Italy,Serie B,,23.0,26.0,26.0,23.0,16.367041198501873,23.46793349168646,23.46793349168646,16.367041198501873
Cittadella,2020-2021,Italy,Serie B,,25.0,14.0,23.0,21.0,19.191919191919194,20.909090909090907,12.727272727272727,16.12121212121212
Cittadella,2021-2022,Italy,Serie B,,22.0,18.0,16.0,18.0,15.954198473282442,14.545454545454545,16.363636363636363,13.053435114503817
Cittadella,2022-2023,Italy,Serie B,,19.0,22.0,15.0,23.0,14.674796747967479,14.285714285714285,20.952380952380953,17.764227642276424
Cittadella,2023-2024,Italy,Serie B,,25.0,22.0,15.0,25.0,18.664047151277014,12.694877505567929,18.619153674832962,18.664047151277014
Cittadella,2024-2025,Italy,Serie B,,14.0,28.0,16.0,28.0,10.350194552529183,14.373522458628841,25.153664302600472,20.700389105058367
Clermont,2016-2017,,,,,,0.0,0.0,,,,
Clermont,2017-2018,France,Ligue 2,,32.0,18.0,22.0,18.0,21.001727115716754,18.49557522123894,15.13274336283186,11.813471502590675
Clermont,2018-2019,France,Ligue 2,,25.0,19.0,22.0,18.0,20.842450765864335,21.492307692307694,18.56153846153846,15.00656455142232
Clermont,2019-2020,France,Ligue 2,,18.0,14.0,14.0,11.0,16.194174757281555,13.51388888888889,13.51388888888889,9.896440129449838
Clermont,2020-2021,France,Ligue 2,,37.0,9.0,24.0,16.0,27.68045112781955,22.528301886792455,8.44811320754717,11.969924812030076
Clermont,2021-2022,France,Ligue 1,,22.0,33.0,16.0,36.0,13.910149750415973,13.047210300429184,26.90987124463519,22.762063227953412
Clermont,2022-2023,France,Ligue 1,,20.0,28.0,25.0,21.0,13.42756183745583,18.962075848303392,21.2375249500998,14.098939929328623
Clermont,2023-2024,France,Ligue 1,,14.0,27.0,12.0,33.0,9.670428893905193,9.587467362924283,21.571801566579634,22.794582392776523
Clermont,2024-2025,France,Ligue 2,,17.0,19.0,13.0,27.0,11.28416485900217,12.128048780487806,17.725609756097562,17.92190889370933
Clermont,2025-2026,France,Ligue 2,,12.0,9.0,8.0,13.0,9.5,7.051546391752577,7.932989690721649,10.291666666666668
Cluj,2016-2017,Romania,Liga 1,,2.0,0.0,4.0,1.0,1.6153846153846154,4.666666666666667,0.0,0.8076923076923077
